Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 2023 Q4,Středočeský kraj 2023 Q4,Jihočeský kraj 2023 Q4,Plzeňský kraj 2023 Q4,Karlovarský kraj 2023 Q4,Ústecký kraj 2023 Q4,Liberecký kraj 2023 Q4,Královéhradecký kraj 2023 Q4,Pardubický kraj 2023 Q4,Kraj Vysočina 2023 Q4,Jihomoravský kraj 2023 Q4,Olomoucký kraj 2023 Q4,Moravskoslezský kraj 2023 Q4,Zlínský kraj 2023 Q4
Jordánsko,400,JO,JOR,21,3,0,0,1,5,0,0,3,0,3,0,3,1
Keňa,404,KE,KEN,4,4,0,1,1,2,0,0,0,0,1,0,1,1
Korejská lidově demokratická republika,408,KP,PRK,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,77,2,1,2,0,0,1,0,0,1,2,0,10,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,99,14,0,1,20,8,3,0,0,0,4,1,0,2
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,2,0,0,0
Libanon,422,LB,LBN,35,7,0,2,1,10,2,2,1,1,0,4,1,2
Lotyšsko,428,LV,LVA,93,22,4,8,4,5,0,1,0,13,5,1,3,3
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,9,2,0,0,0,0,1,0,0,0,5,0,2,0
Lichtenštejnsko,438,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Litva,440,LT,LTU,80,18,4,13,4,5,5,2,3,17,21,2,3,0
Lucembursko,442,LU,LUX,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,0,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,7,0,0,0,0,2,0,1,0,0,0,0,0,0
Maledivy,462,MV,MDV,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Mali,466,ML,MLI,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,18,2,2,0,0,0,0,1,0,0,0,1,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,3,0,0,0,0,0,0,0,0,0,1,1,0,0
Mexiko,484,MX,MEX,72,13,2,1,0,1,0,4,3,0,10,1,3,4
Mongolsko,496,MN,MNG,114,21,4,18,14,80,39,20,12,17,34,12,3,19
Moldavsko,498,MD,MDA,321,194,33,61,16,47,47,28,16,25,66,25,6,20
Černá Hora,499,ME,MNE,18,4,0,3,2,3,1,1,0,0,0,2,1,0
Maroko,504,MA,MAR,43,6,1,1,0,7,3,1,0,1,6,2,4,2
Namibie,516,,NAM,2,1,0,0,0,0,0,0,0,0,1,0,1,0
Nepál,524,NP,NPL,8,2,0,3,0,0,0,0,0,0,2,0,0,0
Nizozemsko,528,NL,NLD,170,38,24,14,4,21,17,22,13,10,26,10,5,6
Nizozemské Antily,530,AN,ANT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,21,5,0,0,0,0,1,1,1,0,5,1,1,2
Nikaragua,558,NI,NIC,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,562,NE,NER,7,3,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,166,14,2,1,0,12,3,1,2,1,9,0,2,1
Norsko,578,NO,NOR,20,2,1,0,0,3,1,1,0,1,3,0,1,2
Pákistán,586,PK,PAK,65,9,1,5,1,5,1,1,0,1,4,2,3,0
Panama,591,PA,PAN,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,24,14,1,1,0,5,1,2,1,0,7,1,2,0
Filipíny,608,PH,PHL,70,11,4,1,2,7,0,3,0,1,4,1,5,4
Polsko,616,PL,POL,631,197,39,62,45,101,130,288,70,30,129,171,1015,40
Portugalsko,620,PT,PRT,108,12,1,5,2,3,6,4,0,2,13,1,9,1
Guinea-Bissau,624,GW,GNB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,1273,385,86,391,54,210,93,51,74,28,210,88,22,79
Rusko,643,RU,RUS,3468,643,34,65,239,183,40,36,35,14,221,50,57,33
Rwanda,646,RW,RWA,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Svatý Kryštof a Nevis,659,KN,KNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,16,4,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,191,46,2,9,14,23,5,4,2,6,29,6,7,8
Sierra Leone,694,SL,SLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,5,0,0,1,0,1,0,0,0,0,1,0,0,0
Slovensko,703,SK,SVK,9827,3013,577,823,289,752,495,461,509,340,3723,612,1646,991
Vietnam,704,VN,VNM,4423,1990,895,2187,2731,3262,667,530,522,366,1347,553,1033,306
Slovinsko,705,SI,SVN,55,9,2,2,3,2,0,2,2,0,12,1,6,1
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,34,7,1,1,2,1,1,0,0,0,9,4,1,4
Zimbabwe,716,ZW,ZWE,5,2,0,0,0,0,0,0,1,0,1,0,0,0
Španělsko,724,ES,ESP,439,23,12,8,4,7,5,5,6,1,43,13,13,4
Súdán,729,SD,SDN,4,0,0,1,0,2,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,159,22,2,20,1,13,0,0,1,4,9,2,6,1
Švýcarsko,756,CH,CHE,45,6,8,2,4,5,5,2,2,1,3,0,2,0
Sýrie,760,SY,SYR,70,16,4,15,11,21,5,8,5,2,27,7,19,6
Tádžikistán,762,TJ,TJK,29,1,0,0,1,0,0,0,0,0,2,0,0,0
Thajsko,764,TH,THA,172,20,7,14,7,12,2,0,4,0,7,3,3,2
Togo,768,TG,TGO,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Tonga,776,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad a Tobago,780,TT,TTO,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tunisko,788,TN,TUN,118,39,3,10,8,17,7,8,3,1,13,9,16,5
Turecko,792,TR,TUR,186,27,9,13,5,18,12,8,8,4,31,12,14,10
Turkmenistán,795,TM,TKM,10,0,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,800,UG,UGA,3,2,1,0,0,0,0,2,0,0,0,0,0,0
Ukrajina,804,UA,UKR,15964,5336,921,1921,860,1591,928,1127,1313,751,2269,605,539,372
Severní Makedonie,807,MK,MKD,140,23,13,9,2,55,3,8,7,3,26,21,36,9
Egypt,818,EG,EGY,71,16,2,3,5,13,5,5,14,2,18,6,19,4
Velká Británie a Severní Irsko,826,GB,GBR,924,217,44,31,12,38,35,32,42,18,129,38,68,48
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,1,0,1,0
Spojené státy,840,US,USA,1333,129,41,34,9,29,22,19,16,12,66,26,46,23
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,1,1,0,1,0,0,0,0,1,0,0,0,0,0
Uzbekistán,860,UZ,UZB,590,72,0,18,8,6,5,6,4,4,8,7,1,0
Venezuela,862,VE,VEN,23,0,0,0,0,0,0,2,0,0,4,0,1,2
Jemen,887,YE,YEM,8,4,0,1,0,9,1,1,2,0,2,2,2,0
Srbsko a Černá Hora,891,CS,SCG,182,32,12,11,7,19,8,3,1,2,14,6,12,5
Zambie,894,ZM,ZMB,1,2,0,0,0,0,0,1,0,0,0,0,0,0
