Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha 021  Q2,Středočeský kraj 021  Q2,Jihočeský kraj 021  Q2,Plzeňský kraj 021  Q2,Karlovarský kraj 021  Q2,Ústecký kraj 021  Q2,Liberecký kraj 021  Q2,Královéhradecký kraj 021  Q2,Pardubický kraj 021  Q2,Kraj Vysočina 021  Q2,Jihomoravský kraj 021  Q2,Olomoucký kraj 021  Q2,Moravskoslezský kraj 021  Q2,Zlínský kraj 021  Q2
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Palestina,275,PS,PSE,5,3,0,0,0,1,0,1,0,0,0,1,0,0
Německo,276,DE,DEU,571,232,93,258,248,1255,75,52,30,27,109,68,54,19
Ghana,288,GH,GHA,35,5,0,1,0,7,1,1,3,0,2,1,0,1
Řecko,300,GR,GRC,127,17,3,3,4,8,6,4,3,3,36,19,38,2
Guatemala,320,GT,GTM,5,2,0,0,0,0,0,0,0,1,0,0,0,0
Guinea,324,GN,GIN,15,3,0,0,0,0,0,0,0,0,1,0,1,0
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,340,HN,HND,7,1,0,0,0,0,0,0,1,0,0,0,0,0
Hongkong,344,HK,HKG,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Maďarsko,348,HU,HUN,623,122,20,134,33,52,32,41,36,22,125,19,25,8
Island,352,IS,ISL,10,1,0,0,1,0,0,0,0,0,0,0,0,0
Indie,356,IN,IND,123,9,1,0,3,3,2,1,1,1,17,3,7,2
Indonésie,360,ID,IDN,9,1,0,0,0,0,1,0,1,0,1,0,3,0
Írán,364,IR,IRN,19,6,1,3,1,0,3,1,0,1,1,2,1,1
Irák,368,IQ,IRQ,30,7,0,2,1,8,1,1,4,1,11,0,4,1
Irsko,372,IE,IRL,155,18,7,13,4,5,5,1,3,3,15,3,8,5
Izrael,376,IL,ISR,84,18,2,0,2,5,0,3,1,0,6,2,2,1
Itálie,380,IT,ITA,713,95,23,32,17,44,12,10,14,7,92,30,51,39
Pobřeží slonoviny,384,CI,CIV,9,2,0,0,1,1,1,0,0,0,0,0,0,0
Jamajka,388,JM,JAM,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Japonsko,392,JP,JPN,62,12,0,0,0,2,1,2,2,0,6,1,2,1
Kazachstán,398,KZ,KAZ,445,105,1,5,32,66,9,7,3,3,21,8,3,2
Jordánsko,400,JO,JOR,25,4,0,0,2,4,1,0,2,0,3,0,3,1
Keňa,404,KE,KEN,3,1,0,0,0,2,1,0,0,0,1,0,2,1
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Korejská republika,410,KR,KOR,71,2,1,2,2,0,1,0,0,1,2,0,7,0
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstán,417,KG,KGZ,63,17,0,1,16,5,1,0,0,0,1,1,0,1
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0
Libanon,422,LB,LBN,21,6,0,2,1,6,2,3,1,1,0,4,1,1
Lotyšsko,428,LV,LVA,71,22,10,7,3,5,0,1,0,9,5,0,1,2
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Libye,434,LY,LBY,8,1,0,0,0,1,1,1,0,0,5,0,1,0
Lichtenštejnsko,438,LI,LIE,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Litva,440,LT,LTU,67,19,3,13,5,4,6,3,2,19,19,1,1,1
Lucembursko,442,LU,LUX,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0
Malajsie,458,MY,MYS,7,0,0,0,0,2,0,0,0,0,0,0,0,0
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,470,MT,MLT,10,1,2,0,0,1,0,1,0,0,0,1,1,0
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauricius,480,MU,MUS,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Mexiko,484,MX,MEX,61,9,0,1,1,0,0,3,2,0,5,1,2,3
Mongolsko,496,MN,MNG,107,13,3,13,15,43,24,17,4,13,37,9,3,13
Moldavsko,498,MD,MDA,307,160,22,58,17,40,46,28,18,26,53,26,9,17
Černá Hora,499,ME,MNE,16,5,0,3,2,2,1,1,0,0,1,2,1,0
Maroko,504,MA,MAR,39,7,0,1,1,4,2,0,0,2,6,2,4,2
Namibie,516,,NAM,2,1,0,0,0,1,0,0,0,0,0,0,1,0
Nepál,524,NP,NPL,3,1,0,3,0,0,0,0,0,0,1,0,0,0
Nizozemsko,528,NL,NLD,142,37,25,15,5,18,22,22,13,9,27,10,6,6
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nový Zéland,554,NZ,NZL,19,4,0,0,1,2,1,1,1,0,4,0,1,1
Niger,562,NE,NER,7,2,0,0,0,0,0,0,0,0,1,0,0,0
Nigérie,566,NG,NGA,146,12,0,0,0,14,1,1,2,0,6,0,2,1
Norsko,578,NO,NOR,17,4,1,0,0,3,2,0,0,0,2,0,1,2
Pákistán,586,PK,PAK,55,8,1,5,1,6,1,1,0,1,4,1,3,0
Panama,591,PA,PAN,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,600,PY,PRY,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,604,PE,PER,19,12,1,1,0,6,1,2,0,0,7,1,2,0
Filipíny,608,PH,PHL,41,6,2,1,1,6,0,2,0,0,2,1,2,3
Polsko,616,PL,POL,547,191,44,62,42,119,154,308,70,25,129,153,931,40
Portugalsko,620,PT,PRT,75,8,1,6,2,2,4,2,0,2,11,1,9,1
Guinea-Bissau,624,GW,GNB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumunsko,642,RO,ROU,1049,280,81,326,46,149,54,40,63,25,171,70,18,66
Rusko,643,RU,RUS,2657,518,23,47,216,161,40,32,26,11,140,45,54,27
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Svatý Tomáš a Princův ostrov,678,ST,STP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senegal,686,SN,SEN,14,5,0,0,0,1,0,0,0,0,0,0,0,0
Srbsko,688,RS,SRB,151,27,1,7,12,15,6,3,0,4,19,5,7,6
Sierra Leone,694,SL,SLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapur,702,SG,SGP,2,0,0,1,0,1,0,0,0,0,0,0,0,0
Slovensko,703,SK,SVK,8312,2723,554,745,282,671,461,440,484,334,2987,567,1487,911
Vietnam,704,VN,VNM,4282,1879,915,2170,2736,3391,677,526,496,374,1305,540,1059,285
Slovinsko,705,SI,SVN,44,9,4,2,2,2,0,2,2,0,8,1,7,1
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jižní Afrika,710,ZA,ZAF,32,10,3,0,2,2,1,0,0,0,7,4,2,2
Zimbabwe,716,ZW,ZWE,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Španělsko,724,ES,ESP,368,24,8,6,5,8,7,5,7,2,31,6,12,5
Súdán,729,SD,SDN,4,0,0,0,0,2,0,0,0,0,0,0,0,0
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Švédsko,752,SE,SWE,113,28,2,19,1,14,2,0,1,4,10,1,5,1
Švýcarsko,756,CH,CHE,40,6,7,1,4,3,5,2,0,1,5,0,3,1
Sýrie,760,SY,SYR,61,15,3,14,7,18,7,8,5,1,26,7,18,6
Tádžikistán,762,TJ,TJK,14,1,0,0,0,0,0,0,0,0,1,0,0,0
Thajsko,764,TH,THA,114,14,10,10,1,10,2,0,2,0,6,3,2,4
Togo,768,TG,TGO,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tonga,776,TO,TON,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trinidad a Tobago,780,TT,TTO,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tunisko,788,TN,TUN,98,31,3,8,6,12,4,5,4,1,11,6,13,3
Turecko,792,TR,TUR,113,28,6,9,5,17,6,7,5,3,12,7,10,7
Turkmenistán,795,TM,TKM,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,800,UG,UGA,3,1,1,0,0,0,0,2,0,0,0,0,0,0
Ukrajina,804,UA,UKR,11727,3725,661,1559,661,1204,763,820,813,461,1658,474,288,260
Severní Makedonie,807,MK,MKD,133,29,8,8,3,50,2,9,10,3,25,18,37,8
Egypt,818,EG,EGY,45,14,2,4,5,11,5,6,7,2,7,6,14,3
Velká Británie,826,GB,GBR,1045,203,49,54,19,40,67,34,43,23,137,37,71,48
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzanie,834,TZ,TZA,4,0,0,0,0,0,0,0,0,0,0,0,1,0
Spojené státy,840,US,USA,1196,120,38,29,5,30,21,19,17,12,77,28,48,23
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Uruguay,858,UY,URY,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Uzbekistán,860,UZ,UZB,324,36,0,16,5,4,4,6,3,3,4,4,0,0
Venezuela,862,VE,VEN,27,0,0,0,0,0,0,2,0,0,6,0,1,0
Jemen,887,YE,YEM,8,2,0,2,0,8,1,0,1,0,2,1,2,0
Srbsko a Černá Hora,891,CS,SCG,208,43,14,13,8,21,8,4,1,2,18,6,13,7
Zambie,894,ZM,ZMB,2,2,0,0,0,0,0,0,0,0,0,0,0,0
